index,old_id,message,empathy
9936,3263,mentally drained i guess so done but bagged hoping rainah doesnt feel like im a bad friend somehow since im all done bagged to see george and bianca greggory rutabaga brendetta and bam i feel a lil tense from pressure of show i feel like eating dinner will help a lot with my mood,"excited,stress,tired"
9937,3263,mentally drained i guess so fatigue but bagged hoping rainah doesnt feel like im a bad friend somehow since im all fatigue bagged to see george and bianca greggory rutabaga brendetta and bam i feel a lil tense from constraint of show i feel like eating dinner will help a lot with my mood,"excited,stress,tired"
9938,3263,mentally drained i guess so done but bagged hoping rainah doesnt feel like im a bad friend somehow since im all done bagged to see george and bianca greggory rutabaga brendetta and bam i feel a lil tense from constraint of show i feel like eating dinner will help a lot with my mood,"excited,stress,tired"
9939,3264,really happy and excited,excited
9940,3264,really happy and agitated,excited
9941,3265,excited and happy,excited
9942,3265,agitated and happy,excited
9943,3266,im feeling excited free happy love,"excited,loved,great"
9944,3266,im feeling agitated free upbeat adore,"excited,loved,great"
9945,3266,im feeling agitated free upbeat iove,"excited,loved,great"
9946,3266,im feeling agitated free doing iove,"excited,loved,great"
9947,3266,im feeling bagged free upbeat iove,"excited,loved,great"
9948,3267,"i've got a gig tonight, so i'm feeling excited and nervous","excited,anxious"
9949,3267,"i've got a gig tonight, so i'm feeling agitated and gave","excited,anxious"
9950,3267,"i've got a gig tonight, so i'm feeling bagged and gave","excited,anxious"
9951,3268,excited going to vietnam tomorrow,excited
9952,3268,agitated going to vietnam tomorrow,excited
9953,3268,bagged going to vietnam tomorrow,excited
9954,3269,pretty happy  relaxed excited about the day 3,"calm,excited,great"
9955,3269,pretty upbeat  relax agitated about the day 3,"calm,excited,great"
9956,3269,pretty doing  relax agitated about the day 3,"calm,excited,great"
9957,3269,pretty upbeat  cut agitated about the day 3,"calm,excited,great"
9958,3269,pretty upbeat  lenient agitated about the day 3,"calm,excited,great"
9959,3270,tired and excited about new phone,"tired,excited"
9960,3270,fatigue and agitated about new phone,"tired,excited"
9961,3270,fatigue and bagged about new phone,"tired,excited"
9962,3270,done and agitated about new phone,"tired,excited"
9963,3271,excited  happy  ecstatic,excited
9964,3271,agitated  happy  ecstatic,excited
9965,3272,excited  relaxed  clear,"excited,calm"
9966,3272,agitated  relax  clear,"excited,calm"
9967,3272,agitated  cut  clear,"excited,calm"
9968,3272,agitated  lenient  clear,"excited,calm"
9969,3273,excited to see my kids,excited
9970,3273,agitated to see my kids,excited
9971,3274,pretty excited,excited
9972,3275,happy  excited about my new job,excited
9973,3275,happy  agitated about my new job,excited
9974,3275,happy  bagged about my new job,excited
9975,3276,"a little stressed  
a little excited  still waking up","stress,excited"
9976,3276,"a little stress  
a little agitated  still waking up","stress,excited"
9977,3276,"a little stress  
a little bagged  still waking up","stress,excited"
9978,3276,"a little stressing  
a little agitated  still waking up","stress,excited"
9979,3276,"a little stressing  
a little bagged  still waking up","stress,excited"
9980,3276,"a little named  
a little agitated  still waking up","stress,excited"
9981,3277,excited to start the weekend,excited
9982,3278,analyzing my life and excited at the prospects,excited
9983,3278,analyzing my life and agitated at the prospects,excited
9984,3278,analyzing my life and bagged at the prospects,excited
9985,3279,i feel like the world is my oyster.  very confident and excited about the future.,"excited,confidence"
9986,3279,i feel like the world is my oyster.  very assumes and agitated about the future.,"excited,confidence"
9987,3279,i feel like the world is my oyster.  very underlines and agitated about the future.,"excited,confidence"
9988,3279,i feel like the world is my oyster.  very assured and agitated about the future.,"excited,confidence"
9989,3279,i feel like the world is my oyster.  very assumes and bagged about the future.,"excited,confidence"
9990,3279,i feel like the world is my oyster.  very underlines and bagged about the future.,"excited,confidence"
9991,3279,i feel like the world is my oyster.  very assured and bagged about the future.,"excited,confidence"
9992,3280,excited for the new school year to start,excited
9993,3280,agitated for the new school year to start,excited
9994,3281,i feel energized and excited after good feedback from customer,excited
9995,3281,i feel energized and agitated after good feedback from customer,excited
9996,3281,i feel energized and bagged after good feedback from customer,excited
9997,3282,excited about busy week ahead,excited
9998,3282,agitated about busy week ahead,excited
9999,3283,impatient  a little excited about whats to come,excited
10000,3283,impatient  a little agitated about whats to come,excited
10001,3283,impatient  a little bagged about whats to come,excited
10002,3284,kinda sad kinda excited,"sad,excited"
10003,3284,kinda bummed kinda agitated,"sad,excited"
10004,3285,happy  excited  accomplished,"happy,excited,determined"
10005,3286,little bit excited no reason for it,excited
10006,3287,excited  great,excited
10007,3288,feel ready and excited to do great things,"excited,determined"
10008,3288,feel ready and agitated to do great things,"excited,determined"
10009,3288,feel ready and agitated to do great things,"excited,determined"
10010,3288,feel ready and bagged to do great things,"excited,determined"
10011,3288,feel ready and bagged to do great things,"excited,determined"
10012,3289,excited about the future,excited
10013,3289,agitated about the future,excited
10014,3290,im tired mostly but excited about getting to california today,"tired,excited"
10015,3290,im fatigue mostly but agitated about getting to california today,"tired,excited"
10016,3290,im fatigue mostly but bagged about getting to california today,"tired,excited"
10017,3290,im done mostly but agitated about getting to california today,"tired,excited"
10018,3291,im feeling good  pretty excited about the weekend and getting things done,excited
10019,3291,im feeling good  pretty agitated about the weekend and getting things done,excited
10020,3291,im feeling good  pretty bagged about the weekend and getting things done,excited
10021,3292,just went climbing! im so energetic and excited and proud,"excited,confidence"
10022,3292,just went climbing! im so energetic and agitated and pleased,"excited,confidence"
10023,3292,just went climbing! im so energetic and agitated and lied,"excited,confidence"
10024,3292,just went climbing! im so energetic and agitated and proudly,"excited,confidence"
10025,3292,just went climbing! im so energetic and agitated and releases,"excited,confidence"
10026,3292,just went climbing! im so energetic and bagged and pleased,"excited,confidence"
10027,3292,just went climbing! im so energetic and bagged and lied,"excited,confidence"
10028,3292,just went climbing! im so energetic and bagged and proudly,"excited,confidence"
10029,3292,just went climbing! im so energetic and bagged and releases,"excited,confidence"
10030,3293,i feel happy and excited about moving,excited
10031,3293,i feel happy and agitated about moving,excited
10032,3293,i feel happy and bagged about moving,excited
10033,3294,hormonal but pumped,"emotional,excited"
10034,3295,i am feeling excited and nervous,"excited,anxious"
10035,3296,i'm just happy and excited,excited
10036,3296,i'm just happy and agitated,excited
10037,3297,im excited but nervous,"excited,anxious"
10038,3298,excited happy i feel free and independent,"excited,confidence"
10039,3298,agitated happy i smell free and independent,"excited,confidence"
10040,3298,agitated happy i feeling free and independent,"excited,confidence"
10041,3298,agitated happy i sense free and independent,"excited,confidence"
10042,3298,bagged happy i feeling free and independent,"excited,confidence"
10043,3299,excited  happy  cant wait to start the school,excited
10044,3299,agitated  happy  cant wait to start the school,excited
10045,3299,bagged  happy  cant wait to start the school,excited
10046,3300,hyped happy and excited,"happy,excited"
10047,3300,hyped upbeat and agitated,"happy,excited"
10048,3300,hyped upbeat and bagged,"happy,excited"
10049,3300,hyped doing and agitated,"happy,excited"
10050,3301,excited  successful  capable  strong  connected,"excited,confidence"
10051,3301,agitated  successful  had  strong  connected,"excited,confidence"
10052,3301,agitated  successful  suitable  strong  connected,"excited,confidence"
10053,3301,agitated  successful  able  strong  connected,"excited,confidence"
10054,3301,agitated  successful  ability  strong  connected,"excited,confidence"
10055,3301,bagged  successful  able  strong  connected,"excited,confidence"
10056,3301,bagged  successful  ability  strong  connected,"excited,confidence"
10057,3302,happy  excited  and partly tired,excited
10058,3302,happy  agitated  and partly tired,excited
10059,3303,overheated slightly annoyed mildly resentful that my parents squash any reason to get excited,annoyed
10060,3303,overheated slightly unhappy mildly resentful that my parents squash any reason to get excited,annoyed
10061,3303,overheated slightly head mildly resentful that my parents squash any reason to get excited,annoyed
10062,3304,"worrying about a few things, but excited about experimenting and exploring- which will cure my anxiety by forcing me out of my comfort zone","excited,anxious"
10063,3304,"worrying about a few things, but agitated about experimenting and exploring- which will cure my distress by forcing me out of my comfort zone","excited,anxious"
10064,3304,"worrying about a few things, but bagged about experimenting and exploring- which will cure my distress by forcing me out of my comfort zone","excited,anxious"
10065,3305,hopeful and excited to start a new school year,excited
10066,3305,hopeful and agitated to start a new school year,excited
10067,3305,hopeful and bagged to start a new school year,excited
10068,3306,good excited,excited
10069,3307,im excited to see my friend,excited
10070,3308,im fine and excited,excited
10071,3308,im fine and agitated,excited
10072,3309,stressed and excited and a bit nervous,"stress,excited,anxious"
10073,3309,stress and agitated and a bit gave,"stress,excited,anxious"
10074,3309,stressing and agitated and a bit gave,"stress,excited,anxious"
10075,3310,i feel excited for the weekend,excited
10076,3310,i feel agitated for the weekend,excited
10077,3311,super excited,excited
10078,3312,i still feel pumped from the gym,excited
10079,3312,i still feel nigga from the gym,excited
10080,3313,i am tired because i have not sleep at all for 2 days  and i am also excited about the tomorrow,"tired,excited"
10081,3313,i am fatigue because i have not sleep at all for 2 days  and i am also agitated about the tomorrow,"tired,excited"
10082,3313,i am fatigue because i have not sleep at all for 2 days  and i am also bagged about the tomorrow,"tired,excited"
10083,3313,i am done because i have not sleep at all for 2 days  and i am also agitated about the tomorrow,"tired,excited"
10084,3314,i feel relax and excited,"calm,excited"
10085,3314,i feel liberalise and agitated,"calm,excited"
10086,3314,i feel relaxed and agitated,"calm,excited"
10087,3314,i feel relaxed and bagged,"calm,excited"
10088,3314,i feel relaxing and agitated,"calm,excited"
10089,3314,i feel relaxing and bagged,"calm,excited"
10090,3315,im excited about an upcoming vacation,excited
10091,3315,im agitated about an upcoming vacation,excited
10092,3316,im a bid disappointed cuz i was excited about traveling with my bf,sad
10093,3316,im a bid disappoint cuz i was excited about traveling with my bf,sad
10094,3316,im a bid met cuz i was excited about traveling with my bf,sad
10095,3316,im a bid frustrating cuz i was excited about traveling with my bf,sad
10096,3317,excited  so so so happy,"excited,great"
10097,3318,just nervous about being naked at this spa but excited to go overall,"anxious,excited"
10098,3318,just gave about being naked at this spa but agitated to go overall,"anxious,excited"
10099,3318,just gave about being naked at this spa but bagged to go overall,"anxious,excited"
10100,3319,excited  happy,excited
10101,3319,agitated  happy,excited
10102,3320,so so not excited not depressed,average
10103,3320,so so not excited not cut,average
10104,3320,so so not excited not decreased,average
10105,3321,ok excited to go home and to get to work,excited
10106,3321,ok agitated to go home and to get to work,excited
10107,3321,ok bagged to go home and to get to work,excited
10108,3322,im feeling excited and anxious a little bit,"excited,anxious"
10109,3322,im feeling agitated and wanted a little bit,"excited,anxious"
10110,3322,im feeling agitated and willing a little bit,"excited,anxious"
10111,3323,im feeling confident and excited,"excited,confidence"
10112,3323,im feeling assured and agitated,"excited,confidence"
10113,3324,tired but happy,"tired,happy"
10114,3324,fatigue but upbeat,"tired,happy"
10115,3325,very happy,great
10116,3326,happy and relaxed,"happy,calm"
10117,3326,upbeat and relax,"happy,calm"
10118,3327,i am happy,happy
10119,3328,tired and happy,"tired,happy"
10120,3328,fatigue and upbeat,"tired,happy"
10121,3329,happy and excited,"happy,excited"
10122,3330,tired  but happy,"tired,happy"
10123,3330,fatigue  but upbeat,"tired,happy"
10124,3331,happy enough,happy
10125,3332,happy but tired,"happy,tired"
10126,3332,upbeat but fatigue,"happy,tired"
10127,3333,so happy,happy
10128,3334,happy and sad,"happy,sad"
10129,3334,upbeat and disheartening,"happy,sad"
10130,3334,upbeat and bummed,"happy,sad"
10131,3335,happy and content,happy
10132,3335,upbeat and content,happy
10133,3336,excited and happy,"excited,happy"
10134,3337,happy,happy
10135,3338,not happy,sad
10136,3339,relaxed and happy,"calm,happy"
10137,3339,relax and upbeat,"calm,happy"
10138,3340,happy and tired,"happy,tired"
10139,3341,calm and happy,"calm,happy"
10140,3341,pacify and upbeat,"calm,happy"
10141,3341,quiet and upbeat,"calm,happy"
10142,3341,serene and upbeat,"calm,happy"
10143,3342,sad but happy,"sad,happy"
10144,3342,disheartening but upbeat,"sad,happy"
10145,3342,bummed but upbeat,"sad,happy"
10146,3343,i feel relaxed and happy,"calm,happy"
10147,3343,i feel relax and upbeat,"calm,happy"
10148,3343,i feel relax and doing,"calm,happy"
10149,3343,i feel lenient and upbeat,"calm,happy"
10150,3344,tired  happy,"tired,happy"
10151,3345,i am happy and tired,"happy,tired"
10152,3345,i am upbeat and fatigue,"happy,tired"
10153,3346,full and happy,"full,happy"
10154,3346,complete and upbeat,"full,happy"
10155,3347,im feeling relaxed and happy,"calm,happy"
10156,3347,im feeling relax and upbeat,"calm,happy"
10157,3347,im feeling relax and doing,"calm,happy"
10158,3347,im feeling lenient and upbeat,"calm,happy"
10159,3348,i am tired but happy,"tired,happy"
10160,3348,i am fatigue but upbeat,"tired,happy"
10161,3349,not so happy,sad
10162,3350,happy and tired,"happy,tired"
10163,3351,happy 😁,happy
10164,3352,healthy  happy  tired,"healthy,happy,tired"
10165,3353,neither happy nor sad,average
10166,3353,neither happy nor disheartening,average
10167,3353,neither happy nor bummed,average
10168,3353,neither happy nor sadly,average
10169,3353,neither happy nor dss,average
10170,3354,i'm just tired but also happy,"tired,happy"
10171,3354,i'm just fatigue but also upbeat,"tired,happy"
10172,3355,i will be happy when it is over,anxious
10173,3355,i will be upbeat when it is over,anxious
10174,3356,happy flappy,happy
10175,3356,upbeat flappy,happy
10176,3356,doing flappy,happy
10177,3357,"spending too much money on experiences, but totally happy aboutit",happy
10178,3357,"spending too much money on experiences, but totally upbeat aboutit",happy
10179,3357,"spending too much money on experiences, but totally doing aboutit",happy
10180,3358,happy and energic,happy
10181,3358,upbeat and energic,happy
10182,3359,happy but apprehensive,"happy,anxious"
10183,3359,upbeat but afraid,"happy,anxious"
10184,3360,i feel stressed but happy,"stress,happy"
10185,3360,i feel stress but upbeat,"stress,happy"
10186,3360,i feel stress but doing,"stress,happy"
10187,3360,i feel stressing but upbeat,"stress,happy"
10188,3360,i feel stressing but doing,"stress,happy"
10189,3361,happy for now,happy
10190,3362,im happy and relax,"happy,calm"
10191,3362,im upbeat and relaxed,"happy,calm"
10192,3362,im upbeat and relaxing,"happy,calm"
10193,3363,a little happy,okay
10194,3363,a little upbeat,okay
10195,3364,exited  happy and okay,excited
10196,3364,marched  happy and okay,excited
10197,3365,happy but a bit hypomanic,"happy,anxious"
10198,3365,upbeat but a bit hypomanic,"happy,anxious"
10199,3365,upbeat but a bit hypomanic,"happy,anxious"
10200,3365,upbeat but a bit hypomanic,"happy,anxious"
10201,3365,doing but a bit hypomanic,"happy,anxious"
10202,3365,doing but a bit hypomanic,"happy,anxious"
10203,3365,doing but a bit hypomanic,"happy,anxious"
10204,3366,im little tired  but happy,"tired,happy"
10205,3366,im little fatigue  but upbeat,"tired,happy"
10206,3367,supper happy,happy
10207,3367,supper upbeat,happy
10208,3368,kind of happy,okay
10209,3369,fatigued but happy,"tired,happy"
10210,3370,im feeling well today  very confident and happy,"confidence,happy"
10211,3370,im feeling well today  very assumes and upbeat,"confidence,happy"
10212,3370,im feeling well today  very assumes and doing,"confidence,happy"
10213,3370,im feeling well today  very underlines and upbeat,"confidence,happy"
10214,3370,im feeling well today  very underlines and doing,"confidence,happy"
10215,3370,im feeling well today  very assured and upbeat,"confidence,happy"
10216,3370,im feeling well today  very assured and bonds,"confidence,happy"
10217,3370,im feeling well today  very assured and doing,"confidence,happy"
10218,3371,tired happy about my new job anxious to get my life sorted out,"tired,happy,anxious"
10219,3371,fatigue upbeat about my new job wanted to get my life sorted out,"tired,happy,anxious"
10220,3371,fatigue upbeat about my new job willing to get my life sorted out,"tired,happy,anxious"
10221,3371,fatigue doing about my new job wanted to get my life sorted out,"tired,happy,anxious"
10222,3371,fatigue doing about my new job willing to get my life sorted out,"tired,happy,anxious"
10223,3371,done upbeat about my new job wanted to get my life sorted out,"tired,happy,anxious"
10224,3371,done upbeat about my new job willing to get my life sorted out,"tired,happy,anxious"
10225,3371,done doing about my new job wanted to get my life sorted out,"tired,happy,anxious"
10226,3371,done doing about my new job willing to get my life sorted out,"tired,happy,anxious"
10227,3372,im feeling really happy i just got off the phone with my mom and it was a really nice conversation,happy
10228,3372,im feeling really upbeat i just got off the phone with my mom and it was a really nice conversation,happy
10229,3372,im feeling really doing i just got off the phone with my mom and it was a really nice conversation,happy
10230,3373,full  happy  in control,happy
10231,3373,full  upbeat  in control,happy
10232,3373,full  doing  in control,happy
10233,3374,really happy i am at king of trios and get to see st least one more sendai girls match,happy
10234,3374,really upbeat i am at king of trios and get to see st least one more sendai girls match,happy
10235,3374,really bonds i am at king of trios and get to see st least one more sendai girls match,happy
10236,3374,really doing i am at king of trios and get to see st least one more sendai girls match,happy
10237,3375,unhappy disappointed,sad
10238,3375,unfortunate disappointed,sad
10239,3375,unsatisfactory disappointed,sad
10240,3376,happy  hopeful,"happy,hopeful"
10241,3376,upbeat  hope,"happy,hopeful"
10242,3376,doing  hope,"happy,hopeful"
10243,3377,happy now i am okay,relief
10244,3377,upbeat now i am okay,relief
10245,3377,doing now i am okay,relief
10246,3378,i feel happy to be with my family  but upset at some things i learned about last night,"happy,upset"
10247,3378,i feel upbeat to be with my family  but antagonize at some things i learned about last night,"happy,upset"
10248,3378,i feel upbeat to be with my family  but troubled at some things i learned about last night,"happy,upset"
10249,3378,i feel bonds to be with my family  but antagonize at some things i learned about last night,"happy,upset"
10250,3378,i feel bonds to be with my family  but troubled at some things i learned about last night,"happy,upset"
10251,3378,i feel doing to be with my family  but antagonize at some things i learned about last night,"happy,upset"
10252,3378,i feel doing to be with my family  but troubled at some things i learned about last night,"happy,upset"
10253,3379,i am very happy,great
10254,3380,enthusiastic and happy,happy
10255,3380,enthusiastic and upbeat,happy
10256,3380,enthusiastic and doing,happy
10257,3381,sad unhappy not understanded by others outsider,"sad,disconnected"
10258,3381,disheartening unfortunate not understanded by others outsider,"sad,disconnected"
10259,3381,disheartening unsatisfactory not understanded by others outsider,"sad,disconnected"
10260,3381,bummed unfortunate not understanded by others outsider,"sad,disconnected"
10261,3381,bummed unsatisfactory not understanded by others outsider,"sad,disconnected"
10262,3381,sadly unfortunate not understanded by others outsider,"sad,disconnected"
10263,3381,sadly unsatisfactory not understanded by others outsider,"sad,disconnected"
10264,3381,dss unfortunate not understanded by others outsider,"sad,disconnected"
10265,3382,i am happy,happy
10266,3383,happy and fulfilling,happy
10267,3383,upbeat and fulfilling,happy
10268,3384,hungry  yet happy,"hungry,happy"
10269,3384,hunger  yet upbeat,"hungry,happy"
10270,3385,i feel a bit happy,okay
10271,3385,i feel a bit upbeat,okay
10272,3386,tired unhappy,sad
10273,3386,tired unfortunate,sad
10274,3386,tired unsatisfactory,sad
10275,3387,happy that i spent the morning cleaning,happy
10276,3387,upbeat that i spent the morning cleaning,happy
10277,3388,happy now but was down earlier,better
10278,3388,happy now but was down preliminary,better
10279,3388,happy now but was down formerly,better
10280,3389,happy to be spending th weekend with my girlfriend apprehensive about going back to work tomorrow,"happy,anxious"
10281,3389,upbeat to be spending th weekend with my girlfriend afraid about going back to work tomorrow,"happy,anxious"
10282,3389,doing to be spending th weekend with my girlfriend afraid about going back to work tomorrow,"happy,anxious"
10283,3390,happy things are improving in my life significantly,better
10284,3390,happy things are better in my life significantly,better
10285,3390,happy things are resources in my life significantly,better
10286,3390,happy things are improvement in my life significantly,better
10287,3391,all pumped up and happy,"excited,happy"
10288,3392,scared and happy,"scared,happy"
10289,3392,afraid and upbeat,"scared,happy"
10290,3393,happy nervous,"happy,anxious"
10291,3394,happy and exhausted,"happy,tired"
10292,3394,upbeat and weary,"happy,tired"
10293,3395,happy and tires,"happy,tired"
10294,3395,upbeat and tires,"happy,tired"
10295,3395,upbeat and tires,"happy,tired"
10296,3395,upbeat and tires,"happy,tired"
10297,3396,excited  happy  ecstatic,"excited,happy"
10298,3396,agitated  upbeat  ecstatic,"excited,happy"
10299,3396,agitated  doing  ecstatic,"excited,happy"
10300,3397,tired from getting up early 3 days in a row and a little nauseous but happy,"tired,sick,happy"
10301,3397,fatigue from getting up early 3 days in a row and a little queasy but upbeat,"tired,sick,happy"
10302,3397,fatigue from getting up early 3 days in a row and a little queasy but doing,"tired,sick,happy"
10303,3398,im feeling tired but at the same time happy,"tired,happy"
10304,3398,im feeling fatigue but at the same time upbeat,"tired,happy"
10305,3398,im feeling fatigue but at the same time doing,"tired,happy"
10306,3399,a bit happy,okay
10307,3399,a bit upbeat,okay
10308,3400,calm  happy,"calm,happy"
10309,3401,happy but nervous,"happy,anxious"
10310,3402,i am so sad i cannot spend the weekend with my friends because i am feeling depressed and cannot stand the thought of being around happy people,depressed
10311,3402,i am so sad i cannot spend the weekend with my friends because i am feeling cut and cannot stand the thought of being around happy people,depressed
10312,3402,i am so sad i cannot spend the weekend with my friends because i am feeling decreased and cannot stand the thought of being around happy people,depressed
10313,3403,great happy,happy
10314,3404,energised and happy,"excited,happy"
10315,3404,energised and upbeat,"excited,happy"
10316,3404,energised and upbeat,"excited,happy"
10317,3404,energised and upbeat,"excited,happy"
10318,3404,energised and doing,"excited,happy"
10319,3404,energised and doing,"excited,happy"
10320,3404,energised and doing,"excited,happy"
10321,3405,kind of happy to start the day,okay
10322,3405,kind of upbeat to start the day,okay
10323,3406,happy  dad made a joke,happy
10324,3406,upbeat  dad made a joke,happy
10325,3406,doing  dad made a joke,happy
10326,3407,sad that capitalism exists  happy ryan exists,"sad,happy"
10327,3407,disheartening that capitalism exists  upbeat ryan exists,"sad,happy"
10328,3407,disheartening that capitalism exists  bonds ryan exists,"sad,happy"
10329,3407,disheartening that capitalism exists  doing ryan exists,"sad,happy"
10330,3407,bummed that capitalism exists  upbeat ryan exists,"sad,happy"
10331,3407,bummed that capitalism exists  bonds ryan exists,"sad,happy"
10332,3407,bummed that capitalism exists  doing ryan exists,"sad,happy"
10333,3407,sadly that capitalism exists  upbeat ryan exists,"sad,happy"
10334,3407,sadly that capitalism exists  bonds ryan exists,"sad,happy"
10335,3407,sadly that capitalism exists  doing ryan exists,"sad,happy"
10336,3407,dss that capitalism exists  upbeat ryan exists,"sad,happy"
10337,3407,dss that capitalism exists  doing ryan exists,"sad,happy"
10338,3408,relaxing and happy,"calm,happy"
10339,3408,calming and upbeat,"calm,happy"
10340,3409,😊 happy,happy
10341,3410,kind of angry because the bus was late but also happy because i had a good day,"annoyed,happy"
10342,3410,kind of irate because the bus was late but also upbeat because i had a good day,"annoyed,happy"
10343,3410,kind of irate because the bus was late but also bonds because i had a good day,"annoyed,happy"
10344,3410,kind of irate because the bus was late but also doing because i had a good day,"annoyed,happy"
10345,3410,kind of angered because the bus was late but also upbeat because i had a good day,"annoyed,happy"
10346,3410,kind of angered because the bus was late but also bonds because i had a good day,"annoyed,happy"
10347,3410,kind of angered because the bus was late but also doing because i had a good day,"annoyed,happy"
10348,3411,happy its friday baby,happy
10349,3411,upbeat its friday baby,happy
10350,3411,doing its friday baby,happy
10351,3412,absolutely happy,great
10352,3412,totally happy,great
10353,3412,yes happy,great
10354,3412,abso-fucking-lutely happy,great
10355,3412,exactly happy,great
10356,3412,immensely happy,great
10357,3413,great  happy,great
10358,3413,extremely  happy,great
10359,3413,formidable  happy,great
10360,3413,neat  happy,great
10361,3414,upbeat not too happy  not too sad,average
10362,3414,upbeat not too happy  not too sad,average
10363,3415,its my birthday and i am feeling very excited and happy,"excited,happy"
10364,3415,its my birthday and i am feeling very agitated and upbeat,"excited,happy"
10365,3415,its my birthday and i am feeling very agitated and doing,"excited,happy"
10366,3415,its my birthday and i am feeling very bagged and upbeat,"excited,happy"
10367,3415,its my birthday and i am feeling very bagged and doing,"excited,happy"
10368,3416,happy and tired i guess,"happy,tired"
10369,3416,upbeat and fatigue i guess,"happy,tired"
10370,3417,happy but in a dilemma,"happy,confused"
10371,3418,i am happy because i had a good day,happy
10372,3418,i am upbeat because i had a good day,happy
10373,3419,scared  but happy at the same time,"scared,happy"
10374,3419,afraid  but upbeat at the same time,"scared,happy"
10375,3420,sad but also happy to see my family and travel,"sad,happy"
10376,3420,disheartening but also upbeat to see my family and travel,"sad,happy"
10377,3420,disheartening but also doing to see my family and travel,"sad,happy"
10378,3420,bummed but also upbeat to see my family and travel,"sad,happy"
10379,3420,bummed but also doing to see my family and travel,"sad,happy"
10380,3420,sadly but also upbeat to see my family and travel,"sad,happy"
10381,3420,sadly but also doing to see my family and travel,"sad,happy"
10382,3421,im tired and getting into bed to sleep im happy,"sleep,happy"
10383,3421,im tired and getting into bed to sleeper im upbeat,"sleep,happy"
10384,3421,im tired and getting into bed to sleeper im doing,"sleep,happy"
10385,3421,im tired and getting into bed to asleep im upbeat,"sleep,happy"
10386,3421,im tired and getting into bed to asleep im doing,"sleep,happy"
10387,3421,im tired and getting into bed to doing im upbeat,"sleep,happy"
10388,3421,im tired and getting into bed to doing im doing,"sleep,happy"
10389,3422,relaxed happy,"calm,happy"
10390,3422,relax upbeat,"calm,happy"
10391,3423,i am happy because my husband is taking me to my favorite restaurant,happy
10392,3423,i am upbeat because my husband is taking me to my favorite restaurant,happy
10393,3424,i m relaxed and happy,"calm,happy"
10394,3424,i m relax and upbeat,"calm,happy"
10395,3424,i m relax and doing,"calm,happy"
10396,3425,im feeling relaxed  and happy,"calm,happy"
10397,3425,im feeling relax  and upbeat,"calm,happy"
10398,3425,im feeling relax  and doing,"calm,happy"
10399,3425,im feeling lenient  and upbeat,"calm,happy"
10400,3426,mostly calm and happy,"calm,happy"
10401,3426,mostly cool and upbeat,"calm,happy"
10402,3426,mostly pacify and upbeat,"calm,happy"
10403,3426,mostly quiet and upbeat,"calm,happy"
10404,3426,mostly serene and upbeat,"calm,happy"
10405,3426,mostly serene and doing,"calm,happy"
10406,3427,tired but still happy,"tired,happy"
10407,3427,fatigue but still upbeat,"tired,happy"
10408,3428,exhausted but happy,"tired,happy"
10409,3428,weary but upbeat,"tired,happy"
10410,3429,great very happy,great
10411,3429,made very happy,great
10412,3429,extremely very happy,great
10413,3429,formidable very happy,great
10414,3429,neat very happy,great
10415,3430,happy and frustrated,"happy,annoyed"
10416,3431,i'm really happy i finally got up the confidence to do something i was worried about and it turned out well,"happy,confidence,relief"
10417,3431,i'm really upbeat i finally got up the distrust to do something i was worried about and it turned out well,"happy,confidence,relief"
10418,3431,i'm really upbeat i finally got up the distrust to do something i was worried about and it turned out well,"happy,confidence,relief"
10419,3431,i'm really upbeat i finally got up the distrust to do something i was worried about and it turned out well,"happy,confidence,relief"
10420,3431,i'm really upbeat i finally got up the trusted to do something i was worried about and it turned out well,"happy,confidence,relief"
10421,3431,i'm really upbeat i finally got up the trusted to do something i was worried about and it turned out well,"happy,confidence,relief"
10422,3431,i'm really upbeat i finally got up the trusted to do something i was worried about and it turned out well,"happy,confidence,relief"
10423,3431,i'm really upbeat i finally got up the relying to do something i was worried about and it turned out well,"happy,confidence,relief"
10424,3431,i'm really upbeat i finally got up the relying to do something i was worried about and it turned out well,"happy,confidence,relief"
10425,3431,i'm really upbeat i finally got up the relying to do something i was worried about and it turned out well,"happy,confidence,relief"
10426,3431,i'm really doing i finally got up the distrust to do something i was worried about and it turned out well,"happy,confidence,relief"
10427,3431,i'm really doing i finally got up the distrust to do something i was worried about and it turned out well,"happy,confidence,relief"
10428,3431,i'm really doing i finally got up the distrust to do something i was worried about and it turned out well,"happy,confidence,relief"
10429,3431,i'm really doing i finally got up the trusted to do something i was worried about and it turned out well,"happy,confidence,relief"
10430,3431,i'm really doing i finally got up the trusted to do something i was worried about and it turned out well,"happy,confidence,relief"
10431,3431,i'm really doing i finally got up the trusted to do something i was worried about and it turned out well,"happy,confidence,relief"
10432,3431,i'm really doing i finally got up the relying to do something i was worried about and it turned out well,"happy,confidence,relief"
10433,3431,i'm really doing i finally got up the relying to do something i was worried about and it turned out well,"happy,confidence,relief"
10434,3431,i'm really doing i finally got up the relying to do something i was worried about and it turned out well,"happy,confidence,relief"
10435,3432,happy to begin the weekend activities,happy
10436,3432,upbeat to begin the weekend activities,happy
10437,3432,doing to begin the weekend activities,happy
10438,3433,pretty happy  relaxed excited about the day 3,"great,calm,excited"
10439,3433,pretty upbeat  relax agitated about the day 3,"great,calm,excited"
10440,3433,pretty upbeat  cut agitated about the day 3,"great,calm,excited"
