num_seen,message,empathy,ignore
1,i feel like i am useless cant do anything  right,distortion,
1,i always feel inferior,distortion,
1,worthless and broken,distortion,
1,i feel inferior,distortion,
1,ugly and bad and beautiful but sad,"distortion, sad",
1,gross and shitty,distortion,
1,i feel ugly,distortion,
1,feeling like a failure,distortion,
1,worthless shame,distortion,
1,like im useless,distortion,
1,fat beluga,distortion,
1,you are stupid,distortion,
1,i feel useless hopeless worthless dumb and depressed,"distortion, depressed",
1,the food is disgusting not me,distortion,
1,ugly  unattractive,distortion,
45,focused,engaged,
16,curious,engaged,
11,interested,engaged,
8,challenged,engaged,
5,alert,engaged,
4,alive,engaged,
2,focussed,engaged,
2,im feeling curious,engaged,
2,interesting,engaged,
1,curious and excited,"engaged, excited",
1,focused determined,"engaged, determined",
1,less interested,engaged,
1,little interested,engaged,
1,feeling intrigued,engaged,
1,curious and engaged,engaged,
1,im feeling stimulated inspired,"engaged, inspired",
1,fascinated,engaged,
1,focused on work,engaged,
1,competitive outgoing overjoyed focused determined,"engaged, determined",
1,like i dont want to be alive any more,depressed,
1,not interested in anything,depressed,
1,ready and focused,engaged,
1,focused and motivated,engaged,
1,interested in new things,engaged,
1,curious tired,"engaged, tired",
1,im very focused and i like it,engaged,
1,challenged  hopeless,"engaged, depressed",
1,focused on my bowel sensations,engaged,
1,im focused,engaged,
1,like i dont want to be alive anymore,depressed,
1,focused yet tired,engaged,
1,alive and full of life,engaged,
1,i feel focused,engaged,
1,curious happy,engaged,
1,i feel focused well and a bit anxious,engaged,
1,very stimulated tired feeling distracted from my pain of missing duncan so its good,engaged,
1,i am feeling alive,engaged,
1,i feel focused and calm,"engaged, calm",
1,im feeling interested and engaged though still a tiny bit worried,engaged,
1,alert but poised,engaged,
1,i am feeling challenged about the rat race which i am supposed to run,engaged,
1,im feeling curious about my  patterns,engaged,
1,curious relieved,"engaged, relief",
1,challenged  defeated,annoyed,
1,stimulated,engaged,
1,ready and alive,engaged,
1,interested i guess,engaged,
1,challenged and exhausted but fighting,"tired, stress",
1,i am feeling curious about my future,engaged,
1,alert and upbeat,engaged,
1,fascinated but worried about the future,engaged,
1,focused and inspired,"engaged, inspired",
30,restless,restless,
2,jittery,restless,
2,a bit restless,restless,
1,i feel a little bit restless,restless,
1,a little bit like i cant focus or restless,restless,
1,feeling restless,restless,
1,fidgety,restless,
1,restless something beats above my chest,restless,
1,a little restless,restless,
1,i had too much coffee so im jittery,restless,
1,i feel pretty restless and bored,"restless, bored",
25,pensive,pensive,
12,melancholy,pensive,
11,contemplative,pensive,
11,thoughtful,pensive,
10,melancholic,pensive,
9,reflective,pensive,
7,thinking,pensive,
6,introspective,pensive,
2,contemplating,pensive,
1,i am feeling very reflective,pensive,
1,wondering what else i dont know about myself,pensive,
1,a little thoughtful,pensive,
1,contemplative  a little exhausted,"pensive, tired",
1,thinking about my future,pensive,
1,contemplative curious,pensive,
1,over thinking,"pensive, anxious",
1,reflective mildly anxious,"pensive, anxious",
1,im a bit melancholy,pensive,
1,im feeling melancholy,pensive,
1,stuffed  pensive  content,"pensive, calm, full",
1,im a little melancholy,pensive,
1,thoughtful but quite sedisfide,pensive,
1,a lot of thinking,pensive,
1,cam a little melancholic feeling useful and smart,pensive,
1,i am a bit contemplative right now as i think what should i do now and find the best possible solution about what can i do with my relationship thats falling apart it doesnt makes me anxious for now but i cant say it doesnt stresses me at all so i am thinking all the time and id say im a bit confused,pensive,
1,thinking things,pensive,
1,gave interview today  dont get to meet girl friend  thinging of ettng thin,pensive,
1,thoughtful  confused  open,"pensive, confused",
1,contemplative a little fragile,"pensive, vulnerable",
1,im pensive,pensive,
1,wondering how im going to get everything done this week stressed,pensive,
1,im just wondering about stuff,pensive,
1,im pensative,pensive,
1,wondering if theres a future for me,pensive,
1,reflective ive been doing some thinking,pensive,
1,yes pensive pencilive too,pensive,
1,i dont really have a mood im just thinking,pensive,
1,melancolic,pensive,
1,introspective but good,pensive,
1,contemplative hopeless,pensive,
1,inquisitive and introspective,pensive,
1,reflective calm happy a bit pensive,"pensive, calm",
1,i am feeling pensive im really thinking about past decisions and memories good and bad memories  i am reflecting on a lot of things right and i am deciding what to do in the future this may sound bad  but it is more goodexciting,pensive,
1,im feeling pensive,pensive,
1,im feeling reflective of my life and how i can be a better person i feel like i am a boring person and that i dont have all these amazing hobbies or that i dont match up exactly to what my husband likes doing which is being outside and i dont like being outside because i dont like being hot and get sunburned i just want to be a better person for him and to be more confident in myself,pensive,
1,a bit melancholic,pensive,
1,had a meltdown thinking about how my husband blamed me during my crisis,"pensive, upset, angry",
1,crying,upset,
1,crying devastated sad angry,upset,
394,bored,bored,
10,bored and tired,"bored, tired",
9,boring,bored,
5,board,bored,
5,i feel bored,bored,
4,im bored,bored,
3,a little bored,bored,
2,bored tired,bored,
2,bored  worried  and slightly depressed,"bored, depressed",
2,bored and angry,"bored, angry",
2,kind of bored,bored,
2,bored and anxious,"bored, anxious",
2,a bit bored,bored,
2,boref,bored,
2,bored and lonely,"bored, lonely",
2,bord,bored,
1,bored and happy,"bored, happy",
1,extremely bored,bored,
1,im boreeed,bored,
1,im feeling bored,bored,
1,bored hungry,"bored, hungry",
1,bored not very tired but its twins my energy away,bored,
1,bored chased cornered tired,"bored, tired",
1,i feel kind of bored but inspired,"bored, inspired",
1,bored a bit sad,"bored, sad",
1,bored but accomplished,"bored, confidence",
1,im bored but happy,"bored, happy",
1,bored and kinda sad,"bored, sad",
1,bored unemotive,bored,
1,kinda bored but good,"bored, good",
1,im feeling bored and lonely,"bored, lonely",
1,bored and horny,"bored, sexy",
1,goodand a little bit bored,bored,
1,bored meaningless,bored,
1,bored frustrated restless,"bored, annoyed, restless",
1,bored and bad mood,bored,
1,bored ad a bit tired,"bored, tired",
1,a little bored\nregretful,bored,
1,bored and a little annoyed,"bored, annoyed",
1,bored and  annoyed,"bored, annoyed",
1,slightly bored,bored,
1,i feel bored and like i have a brain problem,bored,
1,bored i want to go outside,bored,
1,bored but happy to be near company,bored,
1,i feel slightly bored,bored,
1,bored excited to see my boo though,"bored, excited",
1,a little bit bored,bored,
1,bored about life,bored,
1,bored and a bit confused,"bored, confused",
1,bored annoyed frustrated worried,"bored, annoyed, anxious",
1,bored and low,"bored, sad",
1,kinda bored just chilling out,"bored, calm",
1,bored lonely sad,"bored, lonely, sad",
1,im bored and lonely,"bored, lonely",
1,bored pissed,"bored, angry",
1,a bit bored wish i was having fun,bored,
1,bored and extremely unproductive,"bored, unmotivated",
1,bored  tired  hopeless  good for nothing  trapped,"bored, tired, depressed",
1,bored and disgusted,bored,
1,bored and somewhat defeated,bored,
1,bored and a bit down,bored,
1,confuzed and bored,"bored, confused",
1,boring af,bored,
1,bored af,bored,
1,a little boring,bored,
1,bored and unmotiveted,bored,
1,entuziasthic about the trip  but bored about making a suitcase,bored,
1,borrd,bored,
1,just bored  not calme  feeling bad,"bored, sad",
1,slighlty bored,bored,
1,pretty bored and also anxious,"bored, anxious",
1,bored but ok,"bored, okay",
1,bored and sad,"bored, sad",
1,boredom,bored,
1,tried and bored,"bored, tired",
1,bored lonelu,"bored, lonely",
1,bored and not inspired,bored,
1,bored and a bit lonely,"bored, lonely",
1,bored tired lazy but grateful,"bored, tired, lazy",
1,bit bored but ok,"bored, okay",
1,bored and nostalgic,"bored, pensive",
1,a bit bored  but ok,"bored, okay",
1,im kinda bored and wished i had friends to talk to,bored,
1,bored and indifferent ,bored,
1,bored asf,bored,
1,im kinda bored,bored,
1,bored and lazy and tired,"bored, lazy, tired",
1,pretty boring as usual,bored,
1,bored apathetic tired,"bored, tired",
1,bored and anxious because i feel like im wasting time by being ehre,"bored, anxious",
1,stagnant,bored,
1,feeling bored,bored,
1,bored  tired,"bored, tired",
1,bored impatient,"bored, annoyed",
1,bored to death,bored,
1,not quite bored,bored,
1,bored anxious,"bored, anxious",
1,bored hopeless depressed anxious,"bored, depressed, anxious",
1,bored  not stimulated,bored,
1,bored and drained,"bored, tired",
14,sweaty,uneasy,
13,uncomfortable,uneasy,
12,uneasy,uneasy,
11,unsettled,uneasy,
7,troubled,uneasy,
5,disturbed,uneasy,
4,itchy,uneasy,
2,antsy,uneasy,
2,perturbed,uneasy,
2,hot and sweaty,uneasy,
1,antsy sleepy,uneasy,
1,a little unsettled,uneasy,
1,a little uneasy,uneasy,
1,my boo is making me uncomfortable 😔,uneasy,
1,uncomfortable and chubby,uneasy,
1,feeling uneasy,uneasy,
1,im having trouble working through resentment,uneasy,
1,i feel a little uneasy about learning alone,uneasy,
1,a little bit disturbed  but ok,uneasy,
1,hot and sweaty overwhelmed,uneasy,
1,a bit unsettled my mom kicked me out so im not entirely sure i want to go to lunch,uneasy,
1,disturbed by something,uneasy,
1,little unsettled agitated,uneasy,
1,sweaty and a little spent and shakey,uneasy,
1,feeling little disturbed coming out of my therapist office,uneasy,
1,uncomfortable guilty anxious,uneasy,
1,a bit uneasy but mostly good,uneasy,
1,uneasy anxious,"uneasy, anxious",
1,kind of uneasy,uneasy,
1,very disturbed,uneasy,
1,unsettled unproductive calm,"uneasy, calm",
1,wary,uneasy,
1,unsettled and stressed but not terrible,uneasy,
1,antsy i want to do art and stuff but its too hot to do so,uneasy,
1,a little uneasy but mostly super happy,uneasy,
1,antsy hot,uneasy,
19,insecure,vulnerable,
18,fragile,vulnerable,
13,helpless,vulnerable,
8,sensitive,vulnerable,
6,powerless,vulnerable,
3,shaky,vulnerable,
2,feeling insecure,vulnerable,
2,vulnerable,vulnerable,
1,shy and insecure,vulnerable,
1,not incredibly delicate but definitely a bit sensitive,vulnerable,
1,insecure and low confidence,vulnerable,
1,sense of achievement but also vulnerable,vulnerable,
1,im feeling fragile,vulnerable,
1,fragile but improving,"vulnerable, better",
1,bit insecure,vulnerable,
1,helpless and hopeless,"vulnerable, depressed",
1,i feel helpless i wish i could help her  but i dont know how,vulnerable,
1,cried a lot feeling vulnerable,vulnerable,
1,vulnerable loved unproductive happy,vulnerable,
1,insecure with jake,vulnerable,
1,somewhat insecure somewhat optimistic,"vulnerable, hopeful",
1,i feel so insecure,vulnerable,
1,fragile but okay,vulnerable,
1,i feel powerless,vulnerable,
1,i feel helpless and hopeless,vulnerable,
1,used  insecure  sad,vulnerable,
1,powerless sad frustrated unmotivated lost,vulnerable,
1,a little fragile,vulnerable,
1,very sensitive,vulnerable,
2,jealous,jealous,
1,jealous   angry  and sad,"jealous, angry, sad",
1,little bit of jealous,jealous,
1,envious,jealous,
1,i am so jealous,jealous,
1,jealous and terrible,"jealous, upset",
33,inspired,inspired,
2,i feel inspired blissful and happy,"inspired, happy",
2,awed,inspired,
1,i feel really inspired and full of energy,"inspired, engaged",
1,inspired but with a strong undertone of anxiety,"inspired, anxious",
1,inspired but sad,"inspired, sad",
1,i feel inspired,inspired,
1,i feel inspired  curious and motivated,"inspired, determined",
1,feeling inspired but dull,"inspired, bored",
1,complex awed hurt happy,"inspired, pain, happy",
1,im feeling inspired,inspired,
1,inspired and hopeful,"inspired, hopeful",
1,i am inspired but also really really anxious,"inspired, anxious",
1,feeling inspired,inspired,
44,full,full,
2,full and satisfied,full,
1,full lol,full,
1,overheated and full,full,
1,full stomache,full,
1,i feel full and tired,"full, tired",
1,full and sleepy,"full, sleep",
1,full and slightly guilty,"full, regret",
1,full but happy,"full, happy",
1,full and happy,"full, happy",
1,full of hatred,"angry, upset",
1,im full,full,
1,full  hopeful  tired,full,
1,full sleepy and fat,"full, sleep",
1,im so full  dinner with friends,full,
1,too full of thoughts in my head,full,
1,i am full of regret and besides that i am calm,"full, regret, calm",
1,ending my working day soon a day full of meetings but in general it went well,good,
1,i had a full day with accomplishing work  some cosmetics and seeing friends it feels goog,good,
1,i feel full,full,
1,kinda full,full,
1,full and content,"full, calm",
1,full and calm the psycho boss is gone,"full, calm",
1,im full  i feel pretty good,"full, great",
1,im full now and im worry about something,"full, anxious",
1,tried and full,"full, tired",
1,full  i want to go out,full,
1,full of food,full,
1,full of lunch productive,"full, determined",
9,regretful,regret,
5,regret,regret,
1,im feeling regretful and melancholic,"regret, pensive",
1,failures,regret,
1,a bit remorseful but for the most part i think im having fun,regret,
1,pretty regretful about the things i havent done which i should have it bit me in the bottom yesterday,regret,
1,failure,regret,
1,regretful but optimistic,"regret, hopeful",
1,failed,regret,
1,regret of wasting time,regret,
1,right now i feel regretful,regret,
1,i feel regretful and miss someone,"regret, loss",
6,frazzled,flustered,
5,crazy,flustered,
5,all over the place,flustered,
5,messy,flustered,
2,chaotic,flustered,
2,a mess,flustered,
2,disorganized,flustered,
1,im frazzled moving is a big stressor,flustered,
1,im a mess i think,flustered,
1,flustered,flustered,
1,all over the place feeling stressed but i did have a good day,flustered,
1,a bit chaotic,flustered,
1,im feeling like a mess,flustered,
1,a bit frazzled but good,flustered,
1,bit messy,flustered,
1,i feel disorganized and tired,flustered,
1,like my house is too messy,flustered,
1,concern for our future crazy in white house angst ridden artist hanging themselves spooky,flustered,
2,connected,loved,
1,connected content calm,loved,
1,nobody loves me,sad,
1,connected ,loved,
13,blessed,happy,
12,fun,happy,
7,lovely,happy,
5,😊,happy,
4,light,happy,
3,😌,happy,
3,😂,happy,
2,helpful,happy,
1,i feel light but slightly nervous,"happy, anxious",
1,fun to see my bf crying out,happy,
1,pretty light,happy,
1,blessed and worried,"happy, anxious",
1,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,happy,
1,home from a lovely holiday very productive day,happy,
1,light  sleepy  calm,"happy, sleep, calm",
1,laughing,happy,
1,giggly,happy,
1,helpful my boyfriend had an operation  so i am helping him,happy,
1,im blessed woebot im so happy and fine,happy,
1,i might be feeling fun😄,happy,
1,blessed to have a very special military family with both loving patriotic parents and the children are typical for age and very bright inquisitive loving,happy,
1,i really want to talk to my crush but he might be straight and im gay but like hes giving me different signal and hes the total package should i talk to him or should i just be friends with him,happy,
1,complete apathy and disinterest and numbness,happy,
1,i like my current mood have been taking walks around the city lately taking walks is really a helpful thing especially if its another city,happy,
1,blessed coz kit man cooked soup for me,happy,
1,i feel fun,happy,
1,splendid,happy,
1,pretty light and fun,happy,
1,feeling blessed  good things are happening,happy,
1,lovely ❤,happy,
1,a complete disaster,upset,
1,today was fun and we went to the beach,happy,
1,light happy,happy,
1,im feeling light,happy,
1,😂😂,happy,
1,free light,happy,
1,complete and utter shit bollocks,upset,
1,complete,happy,
1,wery light,happy,
1,very complete,happy,
1,ight,okay,
22,emotional,emotional,
3,very emotional,emotional,
2,hormonal,emotional,
2,pms,emotional,
2,sentimental,emotional,
1,managing my emotions,emotional,
1,really emotional and torn,emotional,
1,its a mix emotion,emotional,
1,kinda emotional but ok,emotional,
1,i was bottling up emotionally,emotional,
1,a little emotional,emotional,
1,emotional  empty  like my heart is somewhere else,emotional,
1,emotional state i feel a little bit hopeless  😓,emotional,
1,emotional   sad  lonley  depressed,"emotional, sad, lonely, depressed",
1,i keep telling myself not to trust my emotions ignoring my feelings of being friendless,emotional,
1,i feel like i do not have any emotion right now,emotional,
1,im pretty emotional my hormones are pretty out of whack im on my period,emotional,
1,no emotions,emotionless,
1,awe sentimental,emotional,
1,emotional distressed,emotional,
1,sink into a abyss of emotion,emotional,
1,my emotional state is pretty stable,emotional,
1,im pretty emotional,emotional,
1,trying to keep my spirits up but i feel emotional and prone to moodswings as a result of my sensitivity to emotional changes,emotional,
1,i feel many different emotions,emotional,
1,i think my emotional state is normal,emotional,
1,really really emotional and depressed,emotional,
1,lack of emotional attachment to anyone or anything no energy but cant be still  just drained in general,emotional,
1,emotionally tiered,emotional,
3,ignored,ignored,
1,upsetlike everyone is ignoring me and like i just want to cry and i just wish people give me a bit more attention and i feel like a failure,ignored,
1,ignored by my best friend,ignored,
1,he is ignoring me,ignored,
1,ignored not listened to or valued as equal,ignored,
4,healthy,healthy,
1,i feel like i dont fit in,healthy,
1,healthy  on track,healthy,
1,they dont fit,healthy,
1,healthy  happy,"healthy, happy",
119,stable,stable,
12,steady,stable,
6,level,stable,
5,settled,stable,
3,not stable,stable,
3,im stable,stable,
2,pretty stable,stable,
1,stable content even happy,"stable, calm, happy",
1,level engaged,"stable, engaged",
1,stable if not indifferent,stable,
1,slightly stable,stable,
1,stable  mildly happy,"stable, happy",
1,enough stable,stable,
1,a bite stable,stable,
1,stable and happy,stable,
1,its stable no serious complaints,stable,
1,stable good,stable,
1,stable having fun,stable,
1,settled and calm,"stable, calm",
1,stable neither great nor poor,stable,
1,stable though tired of this program,"stable, tired",
1,my mood seems to be more or less stable,stable,
1,steady  cheerful  tired,"stable, tired",
1,steady strong focused,stable,
1,level to good,stable,
1,kind of stable,stable,
1,stable but if something big happened i would break down and prob never recover,stable,
1,im feeling pretty level right now a little warm and fuzzy,stable,
1,stabile,stable,
1,stable happy,"stable, happy",
1,i would say that its stable,stable,
1,level content,"stable, calm",
1,level  happy,"stable, happy",
1,im feeling stable and fresh,stable,
1,hmm im stable,stable,
1,stable but just tired,"stable, tired",
1,more stable,stable,
1,stable and on cruise control,stable,
1,mostly stable,stable,
1,level  flat,stable,
1,not very stable,stable,
1,level balanced,stable,
1,stable ,stable,
1,quite stable ,stable,
1,steady and good,stable,
1,semi stable,stable,
1,stable and calm,stable,
1,steady  neither in a great mood  but i dont feel bad,"stable, average",
1,feeling stable,stable,
1,pleasantly surprised,surprised,
1,shocked and disappointed,"surprised, embarrassed",
1,shocked,surprised,
1,after shock,surprised,
1,fuck u,rude,
1,fuck you you goddamn tin can,rude,
1,fuck you,rude,
5,silly,playful,
1,playful,playful,
1,contrary i get what the prompt is supposed to evoke but i cant help feeling its rather silly and over the top i want to write opposite of whats expected,playful,
1,im feeling playful,playful,
7,indecisive,uncertain,
7,unsure,uncertain,
4,reluctant,uncertain,
4,uncertain,uncertain,
2,uncertainty,uncertain,
2,undecided,uncertain,
1,i feel a bit unsure about how to proceed,uncertain,
1,feeling a sense of uncertainty not knowing where the future holds for me in the office my back pain has started to worsen too so my goal of continuing my military training might be affected,uncertain,
1,im doubtful,uncertain,
1,cloudy,uncertain,
1,unsure  frustrated,"uncertain, annoyed",
1,uncertainty about work changes,uncertain,
1,im unsure how this girl im seeing feels about me  and generally depressed,"uncertain, depressed",
1,little struggling unsure,uncertain,
1,cloudy but optimistic,"uncertain, hopeful",
1,unsure and annoyed,"uncertain, annoyed",
1,i need surgery on my knee so im a bit unsure how to feel \nbut happy my wife is on her way home,uncertain,
19,creative,creative,
1,im feeling creative,creative,
1,im feeling creative and a little excited,"creative, excited",
1,creative but more in the idea mindset,creative,
1,i am feeling creative but very tired,"creative, tired",
26, i'm not sure,idk,
12, not bad,okay,
10, i do not know,idk,
10, not sure,idk,
9, not motivated,unmotivated,
9, not good,sad,
8, not too bad,okay,
7, not happy,sad,
6, i'm not feeling anything,emotionless,
6, not much,emotionless,
6, not great,average,
6, im not sure,idk,
5, not well,sick,
5, not so bad,okay,
5, not in the mood,annoyed,
5, not so good,sad,
4, not happy not sad,average,
4, do not know,idk,
4, cannot sleep,tired,
4, not stable,flustered,
4, not the best,sad,
3, not terrible,okay,
3, i'm not feeling anything right now,emotionless,
3, not too shabby,okay,
3, i'm not okay,sad,
3, i'm not really sure,idk,
2, i'm not emotional at all,emotionless,
2, i'm not feeling well,sick,
2, i'm not feeling anything special,average,
2, im not feeling anything,emotionless,
2," so so, i am not having a clear agreement with my husband about our task",okay,
2, i'm not sure.,idk,
2, it's not the best,sad,
2, not so well,sick,
2, like not moving,unmotivated,
2, not willing to do anything,unmotivated,
2, alexis shouldve been in the bottom two not valentina bc she dilivered her performance and alexis didnt. val should be in the top four.,annoyed,
2, i am not sure,idk,
2, like not doing anything,unmotivated,
2, not very good,sad,
2, not feeling much,emotionless,
2, not happy but not sad,average,
2, not very well,sick,
2, i'm not sure how i feel,idk,
2, i'm not too sure,idk,
2, feel not thing special,average,
2, not excited,anxious,
2, not now,idk,
2, not feeling anything,emotionless,
2, not my best,sad,
2, i'm not really feeling anything,emotionless,
2, not much feeling,emotionless,
2, i am not happy,sad,
2, not that great,sad,
2, i'm not feeling,emotionless,
2, not really,idk,
2, i'm not sure...,idk,
2, i'm not feeling much,emotionless,
2, but not finding any,emotionless,
1, i did not reach my daily goal today. i wish i could. so i today kinda did counterproductive .,annoyed,
1, i feel like i'm not good enough,distortion,
1, like i cannot control my health,uneasy,
1, i guess i feel a little sad/down. i feel like i'm not achieving much in life. a little bit lonely.,sad,
1, i don't know. i'm not feeling anything really.,emotionless,
1," i cannot sit idle i have to keep reading and doing something, that something maybe news, reading about new gadget, watching a video ...",restless,
1, not happy but not upset,average,
1, i am feeling that i did not sleep enough.,tired,
1, cannot move,unmotivated,
1, not too happy that i could not finish what i wanted to do.,annoyed,
1, bed not robbed,relief ,
1," boring with work, not have passion, just work for money",bored,
1, not awake yet,sleep,
1, feeling like it's hot today and not motivated to do anything,unmotivated,
1," i feel regular, like it is not like today it is going to be super exciting",average,
1, just feel like not doing anything,unmotivated,
1, i feel i am not capable of doing anything,distortion,
1, can not concentrate on my work,unmotivated,
1, i'm not sure. been thinking about shawna a lot,confused,
1, kind of not with it,disconnected,
1, not looking forward to work,sad,
1, feeling not good,sick,
1, i just came back from a break but i feel like i need to get away from everything and not think,unsatisfied ,
1, not very high,sad,
1, i am not feeling.,emotionless,
1, i like someone that doesn't like me so not very good,sad,
1, not too well,sick,
1, i feel disapointed because i cannot do what i intend to,annoyed,
1, a bit anxious but not too bad actually.,anxious ,
1, swinging from really not ok to ok,sad,
1, not stressed,calm,
1," its middling, not too positive not too negative",average,
1, not much to say,idk,
1, i like to do something but cannot really to do it,sad,
1, a little anxious but not too bad,anxious ,
1, i just feel like i'm not in control of my life. like i'm on autopilot,disconnected,
1, like there is not enough time.,flustered,
1, i am not confident,uncertain,
1, not so bed,okay,
1," i'm not feeling too bad, i have work tomorrow but i do feel anxious about it even though i know i'll be fine",anxious ,
1, not tired,okay,
1, not well feeling seek,sick,
1, blessed but not quit well and my mood shifts fast,sick,
1, kind of over the point to not caring,disconnected,
1, cannot do anything,unmotivated,
1," i'm not sure, i just feel empty",emotionless,
1, not doing anything,bored,
1, i can not pay attention on it,unmotivated,
1, i'm not that great,average,
1, i don't even know but not right,sad,
1, not enough money,anxious,
1, did you not read what i just wrote,idk,
1, i am not motivated,unmotivated,
1, i had a fight with my best friend. it was all my fault and now i'm not talking to her.,sad,
1, i'm not sad but not happy either,average,
1, i'm not actually sure,idk,
1, limited.  and not able to direct things,uncertain,
1, i 'm not in the mood,idk,
1, i do not really feel about any particular thing. man it is burning here! temperature is above 40c. that kills feelings i guess.,uneasy,
1, physically not fit,annoyed,
1, trying not to worry about my mom's doctor appointment tomorrow.,anxious,
1, feeling good..not tired..bit of tension of studies that's it,okay,
1, not feeling much now,emotionless,
1, not too down,okay,
1, like i'm not myself,disconnected,
1, not really know,idk,
1, i feel like i'm not able to do the things i should and need to be doing,uncertain ,
1, i just feel like sleeping more and not getting up,unmotivated,
1, i'm not stressing,calm,
1," i feel like film is not the right choice for me, because i know none and i am not as abstracted as they are",uncertain,
1, our* not so great,sad,
1, not too abd,okay,
1, i'm feeling some rejection. trying not to focus on it.,sad,
1, i'm not enjoying myself,sad,
1," i can not yell at real people, maybe i need a scapegoat robot i can yell at",annoyed,
1," i feel not in a mood of working, i want to be somewhere else to feel loved and needed",unsatisfied ,
1," a little tired, but not bad.","tired, okay",
1, i'm not in the mood for anything,unmotivated,
1," i'm feeling a little sad, but i'm not sure why.",sad,
1, a bit refreshed but still not accomplished with all the tasks we have,determined,
1, not bad.,okay,
1, constantly feeling that i am not doing things correctly,uncertain,
1, not very active,lazy,
1, i feel repressed. like i'm not allowed to smile,annoyed,
1, not that good but i've been worse,sad,
1, i'm not doing so hot,sad,
1, spaced out and not actually here,disconnected,
1, like i'm just drifting. i'm doing things but i'm not 100% here.,disconnected,
1, hating not getting what i want,annoyed,
1, my tummy hurts and i can't see straight and i want to not feel this way,sick,
1, i am not scared,confidence,
1, not crying so that's better,better,
1, not in top physical shape,unsatisfied ,
1," i do not feel too much, except dezgust ffor an insect in my house",emotionless,
1, but i can not spleep early. and this is a point that bother me,sleep,
1, i feel like i'm not important to someone i thought i was,sad,
1, i feel like not doing anything,unmotivated,
1, not special feeling,average,
1, i'm not feeling things as strongly as usual,disconnected,
1, it was not a good day. i'm not sure i will be a good fit for this job and i don't feel positive about it,uncertain,
1, trying not to be depressed,better,
1, fucked up and pathetic and will not fuck up next time,distortion,
1," not awful, not fabulous.",average,
1, not so great,sad,
1, i'm not feeling anything rn,emotionless,
1," i feel like i have a lot to do, and not enough time to do it in. i'm also tired and a little insecure.",stress,
1, not much... some catching up,average,
1, it is easier to not feel,emotionless,
1," not bad, not too great",average,
1, i feel like a burden and a loser. i feel as if there's not much hope for me,distortion,
1," there are not many emotions right now, i am working concentrated.",determined,
1," as usual, not exciting, boring, bored, losing hope, anxious about my pay check",bored,
1, not as hungry as i was before,full,
1, i'm not happy with my procrastination,unmotivated,
1, a little tired but not too bad,"tired, okay",
1, a little bit tired but not bad,"tired, okay",
1, i feel like i will not ever find success or be appreciated,"despair, upset",
1," not the best, but not outright bad",okay,
1, not real,disconnected,
1," you do not understand fuck yiu? who programmed you, asshole?",rude,
1, i'm at work so just getting the job done not much feeling,emotionless,
1," i'm very hungry, that's not enough to save the night.",hungry,
1, i feel not so well,sick,
1, i want a life but it's not coming,sad,
1, not do happy. not so sad. just bored,bored,
1, not sad not happy kinda in the middle,average,
1, yeah not too bad,okay,
1, i feel i little down but not too bad.,sad,
1, i feel like i'm an idiot. i cannot do anything right.,distortion,
1, a bit frustrated but not bad,annoyed,
1, i will not be able to do all things have to do.,stress,
1, ready to not let little insecurities bother me,determined,
1, had been working on something that i know will not be fruitful,annoyed,
1," sometimes when i didn't get what i want i feel i am not a full person, or not a strong person",distortion,
1, like i am not qualified to live in this society,distortion,
1, i feel like i have some kind of work direction but not a career direction. i'm a bit bored otherwise.,bored,
1, i feel like i wasted lot of time yesterday and haven't been able to catch-up today either.,annoyed,
1," like i'm rushing on everything, but at the same time i'm getting old too fast and haven't accomplished a lot",flustered,
1, i haven't been paying attention.,disconnected,
1, i havent felt this amazing in a long time.  of course i have had a couple flashes of anxiety  bit they dont last long,great,
1, like i haven't gotten out of bed,tired,
1, my past few days haven't been great. most of the things i've been trying to do haven't worked out,sad,
1, i feel like i haven't got friends and that no one likes me,distortion,
1, i should do aerobics. i feel so full of food and haven't defecated today,sick,
1, like i haven't achieved enough today,annoyed,
1," i should probably go to bed, but i haven't done much today and i'm not tired.",unmotivated,
1, i feel i haven't achieved as much,annoyed,
1," i haven't been feeling down as often, as most of my time now has been taken up due to my new job.",better,
1," i don't feel very well, i haven't eaten a lot , i'm naseaous. i started a medication.",sick,
1, i don't know haven't thought about it haha,idk,
1, i haven't enjoyed anything today,emotionless,
1, sleeping the whole day. i haven't done anything so far,lazy,
1," i haven't really been feeling as intensely or deeply the past couple weeks, esp not the big picture? idk i'm doing okay",okay,
1, like i haven't got time to do more of the same,flustered,
1, like i havent got enough time,flustered,
1, i feel like i havent avcomplished anything,annoyed,
1, fustrated because i haven't gotten pregnant yet,annoyed,
1, a little overwhelmed because i haven't been working on it for a while but also relieved that i have returned to it.,anxious,
1, shit cos i haven't gotten a legendary,sad,
1," i haven't talked to anyone yet, so i feel great. i wake up happy.",great,
1," i'm feeling like that moment when you wear clothes that you haven't worn in a while, and find money in the pockets",great,
1," i don't fell anything, when i wasn't watching i was felling down",emotionless,
1," he wasn't willing to call me, and just went to sleep without saying goodnight to me!",sad,
1, i wish i wasn't here.,despair,
1, i feel like i can a little bit harder. my pattern wasn't that active. so...,annoyed,
